GEOID,li_d,moe_li_d,cv_li_d,cat_li_d,z_1dir,z_1dir_sig
34021000800,0.6972947761194029,0.11040699516454064,0.09625300043011666,High,2.242982214193436,Yes
34021001600,0.4387931034482759,0.14133704557337728,0.19580794676386462,Medium,-2.59536545407262,No
34021001900,0.8290704928259514,0.0757771338963938,0.05556237664625196,High,5.504738260179651,Yes
34021002601,0.42721028140926215,0.10210339118149306,0.14528894436872647,Medium,-4.380144962793404,No
34021003903,0.09455808568120416,0.03125437010905948,0.2009306443832842,Medium,-12.837088317315578,No
34021004204,0.1393266475644699,0.05609908662552178,0.2447685982426404,Medium,-5.899688988110589,No
34021004306,0.036209691947396865,0.019027010537906355,0.3194330339062081,Medium,-7.362387614102393,No
34021004403,0.26235882244028885,0.09302732856374224,0.215550470115498,Medium,-3.7032865954388736,No
34021003601,0.25746835443037974,0.1099078088717653,0.2595008533014575,Medium,-3.774170059482275,No
34021001401,0.6429590865842055,0.09558520475051568,0.09037356911124708,High,-1.389147602643857,No
34021001402,0.541645633518425,0.16953917072979968,0.19027814366771753,Medium,-0.6891167253578165,No
34021003003,0.1068905980222885,0.03977318328405171,0.2261960113213569,Medium,-7.964163793754281,No
34021000100,0.5683407501589319,0.14085835284264017,0.15066344969263037,Medium,-1.6181895330727467,No
34021000300,0.4884205650764243,0.11324836086926177,0.14095227206413743,Medium,-3.1703413623189998,No
34021000400,0.5831592143752612,0.08396912342415237,0.08753194423412494,High,-0.7607172988848863,No
34015500500,0.1792336217552534,0.05231983383526172,0.17745203049041708,Medium,-9.961758240942968,No
34015501103,0.16791120080726538,0.05953479300978269,0.21553870949517276,Medium,-5.99748297691013,No
34015501302,0.18633093525179856,0.07660034861684674,0.24990783954516896,Medium,-0.5989875317662771,No
34015501104,0.167718365991365,0.05716526602598011,0.20719806916154698,Medium,-0.2349436739551149,No
34015500201,0.20049403046521203,0.06076434978953334,0.18423897397848807,Medium,-2.1704614358677023,No
34015500703,0.15654952076677317,0.05868932624167645,0.2278985064654144,Medium,0.48171905010867383,No
34007601102,0.5743892165122156,0.08874567874708743,0.0939236659199034,High,5.653363933475421,Yes
34007602000,0.662449234614183,0.11338598096336075,0.10404970584981829,High,5.072265651145427,Yes
34007602602,0.36012104909213183,0.09805967553298138,0.16552974383233385,Medium,0.21629219754449086,No
34007602902,0.32774566473988437,0.0914759493231181,0.1696696121848521,Medium,0.25802337942729947,No
34007603001,0.1840572033898305,0.0808222439805513,0.26693909450531295,Medium,0.5150255723752356,No
34007603507,0.08176382660687594,0.032249760846049094,0.23977250886023063,Medium,-2.647824253708294,No
34007603902,0.1421952957947256,0.05161722591361717,0.22067011893504243,Medium,0.8870686760507092,No
34007604100,0.5174753987105531,0.09697092854744387,0.11391631927024447,High,3.4356790434075974,Yes
34007605602,0.18184919822586149,0.07428829896696024,0.24833796685864887,Medium,1.4253524341137966,No
34007607200,0.371717606543263,0.08373324543158774,0.13693639488515374,Medium,2.6083581051120337,Yes
34007607505,0.11714165968147527,0.05273561348845727,0.2736697071593522,Medium,2.4696870734338003,Yes
34007608001,0.22557262974775297,0.06343303501009306,0.17094767016182946,Medium,3.1941444475436134,Yes
34007608401,0.229607250755287,0.09816780137812478,0.2599067529687994,Medium,1.723214277535193,Yes
34007608504,0.4396933058094957,0.09941620319020955,0.1374489469819935,Medium,5.347374963335239,Yes
34007608600,0.4099227328182188,0.1177042266851685,0.1745517280713739,Medium,4.112178135189829,Yes
