GISJOIN,GEOGYEAR,STATE,STATEA,COUNTY,COUNTYA,TRACTA,CL8AA1990,CL8AA1990L,CL8AA1990U,CL8AA2000,CL8AA2000L,CL8AA2000U,CL8AA2010,CM1AA1990,CM1AA1990L,CM1AA1990U,CM1AA2000,CM1AA2000L,CM1AA2000U,CM1AA2010,CM1AB1990,CM1AB1990L,CM1AB1990U,CM1AB2000,CM1AB2000L,CM1AB2000U,CM1AB2010,CM1AC1990,CM1AC1990L,CM1AC1990U,CM1AC2000,CM1AC2000L,CM1AC2000U,CM1AC2010,CM1AD1990,CM1AD1990L,CM1AD1990U,CM1AD2000,CM1AD2000L,CM1AD2000U,CM1AD2010,CM1AE1990,CM1AE1990L,CM1AE1990U,CM1AE2000,CM1AE2000L,CM1AE2000U,CM1AE2010,CM1AF1990,CM1AF1990L,CM1AF1990U,CM1AF2000,CM1AF2000L,CM1AF2000U,CM1AF2010,CM1AG1990,CM1AG2000,CM1AG2000L,CM1AG2000U,CM1AG2010,CY8AA1990,CY8AA1990L,CY8AA1990U,CY8AA2000,CY8AA2000L,CY8AA2000U,CY8AA2010,CY8AB1990,CY8AB1990L,CY8AB1990U,CY8AB2000,CY8AB2000L,CY8AB2000U,CY8AB2010,CY8AC1990,CY8AC1990L,CY8AC1990U,CY8AC2000,CY8AC2000L,CY8AC2000U,CY8AC2010,CY8AD1990,CY8AD1990L,CY8AD1990U,CY8AD2000,CY8AD2000L,CY8AD2000U,CY8AD2010,CY8AE1990,CY8AE1990L,CY8AE1990U,CY8AE2000,CY8AE2000L,CY8AE2000U,CY8AE2010,CY8AF1990,CY8AF1990L,CY8AF1990U,CY8AF2000,CY8AF2000L,CY8AF2000U,CY8AF2010,CM7AA1990,CM7AA1990L,CM7AA1990U,CM7AA2000,CM7AA2000L,CM7AA2000U,CM7AA2010,CN1AA1990,CN1AA1990L,CN1AA1990U,CN1AA2000,CN1AA2000L,CN1AA2000U,CN1AA2010,CN1AB1990,CN1AB1990L,CN1AB1990U,CN1AB2000,CN1AB2000L,CN1AB2000U,CN1AB2010
G4200030426800,2010,Pennsylvania,42,Allegheny County,003,426800,5379.87,3726,6772,5311.87,5048,6128,5369,5326.51,3707,6692,5225.44,4963,6006,5222,11.28,1,24,11.24,11,15,47,0.98,0,1,1,1,1,5,40.03,17,52,39.97,39,68,52,0,0,0,1,1,1,3,1.07,1,3,2.21,2,3,5,NA,31.02,31,34,35,5301.52,3684,6663,5228.08,4966,6002,5195,11.28,1,24,12.24,12,16,59,0.98,0,1,1,1,1,4,40.03,17,52,41.97,41,70,52,1.07,1,3,0,0,0,0,24.99,23,29,28.58,28,39,59,1825.32,1276,2333,1949.34,1858,2247,2092,1739.84,1219,2178,1848.54,1764,2112,2011,59.36,42,111,63.64,59,90,49
G4200030427000,2010,Pennsylvania,42,Allegheny County,003,427000,4316.05,2886,6389,4050.54,3158,5674,3744,4281.98,2854,6346,3929.48,3064,5519,3487,11.04,11,13,38.63,30,46,143,13.98,13,14,7.96,7,9,10,9,8,13,7.07,2,16,9,0.02,0,1,0,0,0,0,0.03,0,2,26.7,20,32,18,NA,40.7,35,52,77,4261.49,2840,6323,3926.66,3060,5514,3486,11.04,11,13,56.97,46,69,182,11.98,11,12,7.96,7,9,10,3,2,7,7.07,2,16,9,0,0,0,15.84,11,16,5,28.54,22,34,36.04,32,50,52,2066.59,1435,2898,2095.97,1683,2791,2118,1050.7,647,1646,907.5,665,1360,758,845.85,658,1065,941.25,806,1151,1028
G4200030427100,2010,Pennsylvania,42,Allegheny County,003,427100,5429.08,4683,6391,5613.61,5464,6315,5510,5366.1,4643,6313,5506.58,5357,6186,5366,13.01,5,23,17.01,17,24,29,1.97,0,2,1,1,2,2,44.01,31,49,50.02,50,61,57,0,0,0,4,4,4,0,4,4,4,12,12,12,4,NA,23,23,26,52,5347.09,4625,6288,5500.62,5352,6174,5362,13.01,5,23,17.01,17,24,41,1.97,0,2,1,1,2,2,44.01,31,49,54.02,54,65,57,0,0,0,7,7,7,0,23.01,22,29,33.96,33,43,48,2009.5,1743,2490,2165.4,2097,2558,2243,1889.71,1632,2289,2042.49,1978,2359,2083,84.87,78,159,81.91,79,146,106
G4200030427200,2010,Pennsylvania,42,Allegheny County,003,427200,5466.21,3353,7097,5135.91,3238,6223,4899,5452.23,3346,7072,5044.11,3179,6109,4759,4.03,4,8,24.88,16,29,49,0,0,0,6.96,4,7,7,5.01,1,12,23.76,15,26,44,1.98,1,2,0,0,0,0,2.97,1,3,7,6,16,4,NA,29.19,18,36,36,5428.92,3329,7039,5040.8,3178,6105,4743,4.03,4,8,33.45,20,38,62,0,0,0,6.96,4,7,6,5.99,2,9,27.76,19,30,44,0,0,0,4.03,4,8,1,27.28,18,41,22.9,13,35,43,2292.95,1420,2977,2341.14,1508,2814,2357,1624.83,1014,2072,1595.38,1026,1912,1610,615.29,371,817,628.83,395,754,574
G4200030428100,2010,Pennsylvania,42,Allegheny County,003,428100,1591.42,1128,2311,1436.14,1304,1621,1242,1586.42,1125,2304,1411.24,1281,1588,1216,2.96,1,3,12.27,11,16,3,1.04,1,3,7,7,7,10,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1.1,1,2,2,NA,3.53,3,7,8,1582.42,1121,2300,1410.6,1281,1588,1211,2.96,1,3,15.55,14,22,11,1.04,1,3,7,7,7,10,1,1,1,1,1,1,3,0,0,0,0,0,0,0,4,4,4,1.99,1,3,7,618.91,456,926,608.16,552,697,591,490,349,690,451.32,409,501,447,112.23,93,197,129.96,119,160,82
G4200030428200,2010,Pennsylvania,42,Allegheny County,003,428200,2313.75,742,4428,2423.66,984,3866,2091,2234.9,737,3796,2315.04,981,3276,2040,73.69,5,614,91.31,3,549,34,0.3,0,3,0.08,0,4,0,1.04,0,3,10.13,0,16,8,2.81,0,6,0,0,0,0,1.01,0,6,4.95,0,11,0,NA,2.15,0,10,9,2220.09,736,3780,2306.56,976,3269,2038,73.47,5,605,90.72,3,548,38,0.3,0,3,0.08,0,4,0,3.85,0,9,10.13,0,16,8,0.01,0,5,0.93,0,6,0,16.02,1,26,15.24,5,23,7,883.91,299,1713,989.58,424,1578,952,779.79,272,1245,846.28,377,1144,817,90.66,20,405,112.03,38,356,99
G4200030429100,2010,Pennsylvania,42,Allegheny County,003,429100,2845.58,1788,4052,2841.77,1816,3912,2510,2782.47,1758,3973,2726.82,1761,3781,2309,39.06,20,49,54.02,25,62,104,4.09,1,8,2,2,2,2,19.97,9,22,35.91,14,41,46,0,0,0,0,0,0,2,0,0,0,8.98,6,9,8,NA,14.03,8,17,39,2779.29,1756,3965,2724.77,1758,3778,2307,39.06,20,49,60.08,28,71,119,4.09,1,8,2,2,2,1,19.97,9,22,35.91,14,41,47,0,0,0,1.99,0,2,3,3.18,2,8,17.02,14,18,33,1171.91,717,1675,1171.16,756,1644,1213,744.55,488,1122,749.11,536,1123,721,394.12,204,508,394.7,201,475,409
G4200030429201,2010,Pennsylvania,42,Allegheny County,003,429201,4379.8,3887,6082,4505.12,4219,5591,4310,4199.4,3724,5833,4194.67,3918,5195,3925,70.15,66,87,68.43,68,81,104,0,0,0,3,3,3,2,106.09,93,153,209.87,201,272,213,0,0,0,3,3,3,0,4.16,4,9,7.01,7,10,14,NA,19.14,19,27,52,4183.18,3709,5807,4175.71,3899,5176,3926,70.15,66,86,70.43,70,86,114,0,0,0,1,1,1,2,106.09,93,153,215.87,207,278,212,0.16,0,3,0,0,0,1,20.22,19,33,42.11,42,50,55,1620.45,1470,2157,1756.19,1657,2123,1881,1157.33,1009,1682,1278.78,1182,1637,1370,379.1,377,386,386.14,385,390,370
G4200030429202,2010,Pennsylvania,42,Allegheny County,003,429202,4674.44,3716,5445,4665.3,3967,4744,4365,4596.46,3653,5340,4474.33,3798,4553,4175,24.99,15,39,41.99,35,42,51,3,3,3,4,3,4,2,47.99,43,61,93.98,83,94,87,0,0,0,0,0,0,5,2,2,2,13,13,13,4,NA,38,35,38,41,4576.47,3639,5316,4475.34,3805,4554,4178,24.99,15,39,49.99,43,50,57,3,3,3,3,2,3,2,46.99,42,60,93.98,83,94,89,0,0,0,6,6,6,0,22.99,17,27,36.99,28,37,39,1904.28,1425,2181,1971.31,1580,2007,1969,1637.11,1239,1907,1694.29,1379,1728,1689,219.09,145,224,230.04,166,232,198
G4200030429300,2010,Pennsylvania,42,Allegheny County,003,429300,6180.11,4212,9269,5933.02,4457,8394,5644,6140.61,4191,9159,5831.17,4387,8230,5448,8.22,4,39,33.26,25,52,59,4.98,1,6,5,4,5,7,24.3,15,63,41.39,21,76,83,0,0,0,5,5,5,0,2,1,2,3.06,1,6,13,NA,14.14,14,20,34,6133.46,4186,9141,5811.15,4373,8208,5433,8.22,4,39,36.33,28,58,73,4.98,1,6,5,4,5,7,24.3,15,63,46.39,26,81,87,1,1,1,0,0,0,2,8.15,5,19,34.15,26,42,42,2586.37,1876,3647,2577.09,1981,3531,2573,2004.13,1329,2959,1981.03,1409,2814,2000,536.72,512,621,530.51,513,608,503
G4200030429400,2010,Pennsylvania,42,Allegheny County,003,429400,5020.1,4117,5057,4621.57,3997,4638,4265,4970.12,4078,5007,4546.91,3939,4562,4155,23,18,23,24.97,14,25,35,0,0,0,1,1,1,4,19.99,15,20,14.71,14,16,21,0,0,0,4,4,4,0,7,6,7,9,8,9,12,NA,20.98,17,21,38,4952.13,4067,4989,4546.91,3941,4562,4140,23,18,23,29.95,16,30,45,0,0,0,1,1,1,4,19.99,15,20,18.71,18,20,26,1,1,1,6,5,6,5,23.98,16,24,18.99,16,19,45,2043.37,1679,2061,1985.2,1706,1992,2002,1706.81,1409,1714,1638.34,1407,1645,1615,295.59,239,306,282.89,243,283,307
G4200030429500,2010,Pennsylvania,42,Allegheny County,003,429500,4579.49,4536,4880,4323.37,4274,4625,4212,4439,4396,4737,4036.34,3989,4328,3793,68,68,68,87.14,87,88,135,3,3,3,5,5,5,6,65.49,65,68,152.34,151,158,222,0,0,0,4,4,4,2,4,4,4,8,8,8,16,NA,30.55,30,34,38,4416,4373,4714,4023.07,3976,4313,3759,68,68,68,91.41,91,94,144,3,3,3,5,5,5,0,62.49,62,65,159.34,158,165,227,2,2,2,3,3,3,8,28,28,28,41.55,41,45,74,2410.48,2392,2541,2439.37,2418,2572,2527,1287.07,1269,1411,1304.62,1284,1432,1282,1014.25,1014,1018,1013.48,1013,1017,1069
G4200030429600,2010,Pennsylvania,42,Allegheny County,003,429600,3233.64,2771,3766,3421.86,2755,3928,3428,3106.48,2671,3626,3203.62,2603,3673,3153,108.99,83,120,141.56,108,168,124,0.98,0,1,6.97,2,8,7,12.19,12,14,27.67,9,32,78,0,0,0,5,5,5,0,5,5,5,12,12,12,22,NA,25.04,16,30,44,3092.22,2659,3609,3187.6,2586,3657,3146,107.99,82,119,153.48,114,180,134,0.98,0,1,3.98,2,5,7,12.19,12,14,32.67,14,37,82,0,0,0,6,6,6,13,20.26,18,23,38.13,33,43,46,1375.47,1184,1677,1555.13,1230,1847,1640,920.15,777,1036,972.49,831,1088,1007,365.81,328,525,509.76,347,669,539
G4200030429700,2010,Pennsylvania,42,Allegheny County,003,429700,2746.41,1581,3394,2437.52,1727,3021,2371,2713.43,1556,3332,2392.07,1695,2908,2292,25.88,21,51,19.89,11,75,35,0.05,0,1,0,0,0,0,7.01,4,9,17.34,13,26,15,0,0,0,0,0,0,1,0.05,0,1,4,4,4,7,NA,4.22,4,8,21,2708.33,1551,3322,2384.3,1688,2903,2289,25.88,21,51,20.89,12,77,48,0.05,0,1,0,0,0,0,7,4,7,18.34,14,27,17,0,0,0,4,4,4,1,5.15,5,13,9.98,9,10,16,1088.3,640,1357,1053.11,775,1322,1104,877.55,522,1050,858.45,633,1040,868,179.69,103,260,151.26,114,220,178
G4200030430100,2010,Pennsylvania,42,Allegheny County,003,430100,2524.07,1722,3600,2328.92,1614,3063,2104,2499.12,1707,3545,2266.86,1566,2957,2017,17.99,12,32,29.03,23,48,54,1.93,0,3,0,0,0,1,2.04,0,17,12.08,7,33,9,0,0,0,0,0,0,0,3,3,3,3.02,3,6,3,NA,17.93,15,19,20,2498.1,1706,3538,2265.85,1565,2953,1996,17.99,12,32,40.96,32,61,67,1.93,0,3,0,0,0,1,2.04,0,17,12.08,7,33,9,2,2,2,0.01,0,2,1,2.02,2,8,10.02,10,14,30,1046.96,713,1512,1049.87,743,1408,975,665.57,436,910,685.34,453,832,628,346.5,250,562,302.78,241,506,291
G4200030430200,2010,Pennsylvania,42,Allegheny County,003,430200,5174.38,4618,6583,4897.4,4374,6062,4667,5138.85,4587,6540,4792.07,4296,5896,4481,8.71,6,11,34.98,17,59,60,0,0,0,5.04,5,10,1,21.82,20,26,25.33,21,44,27,0,0,0,0,0,0,2,5,5,6,10,10,11,11,NA,29.97,25,42,85,5115.1,4566,6512,4802.11,4306,5908,4491,8.71,6,11,36.08,18,68,103,0,0,0,5.03,5,7,1,21.82,20,26,26.33,22,45,28,0,0,0,0,0,1,6,28.75,26,34,27.85,23,33,38,2283.19,1973,2828,2227.42,1934,2757,2198,1410.91,1282,1857,1439.44,1303,1767,1398,787.43,629,871,696.27,556,875,693
G4200030431100,2010,Pennsylvania,42,Allegheny County,003,431100,3613.76,3495,4171,3555.89,3448,4047,3380,3483.33,3370,4015,3290.75,3191,3736,2860,98.41,93,123,172.31,168,218,368,5.02,5,6,6,6,6,2,19,19,19,21,21,21,26,0,0,0,0,0,0,1,8,8,8,7,7,7,15,NA,58.83,55,59,108,3474.33,3361,4006,3298.56,3198,3743,2841,98.41,93,123,193.31,188,239,434,5.02,5,6,5,5,5,1,19,19,19,22,22,22,30,0,0,0,4,4,4,8,17,17,17,33.02,31,34,66,1866.17,1805,2091,1889.25,1829,2078,1849,643.24,623,812,661.53,638,806,585,1081.9,1046,1129,1063.68,1032,1095,1089
G4200030431400,2010,Pennsylvania,42,Allegheny County,003,431400,2051.44,1920,2141,1831.58,1722,1882,1902,1987.42,1863,2070,1739.41,1639,1789,1698,51.02,44,58,61.18,53,62,133,4,4,4,4.99,4,5,1,5,5,5,6,6,6,10,1,1,1,0,0,0,0,3,3,3,1,1,1,6,NA,19,19,19,54,1980.42,1856,2063,1741.41,1641,1791,1702,51.02,44,58,68.18,60,69,162,4,4,4,3.99,3,4,2,6,6,6,7,7,7,10,3,3,3,1,1,1,2,7,7,7,10,10,10,24,950.17,896,983,961.41,906,986,986,514.14,483,540,483.2,454,500,481,393.64,376,397,419.86,395,424,420
G4200030431500,2010,Pennsylvania,42,Allegheny County,003,431500,3473.59,3199,3641,3397.13,3393,3521,3088,3339.59,3072,3501,3172.89,3169,3292,2708,111,106,111,152.02,152,154,247,4,4,4,4,4,4,2,9,9,15,30.21,30,31,54,0,0,0,0,0,0,2,10,8,10,6.01,6,7,17,NA,32,32,33,58,3329.59,3064,3491,3169.89,3166,3288,2676,111,106,111,162.02,162,164,273,4,4,4,3,3,3,2,9,9,15,30.21,30,31,57,3,1,3,4,4,4,8,17,15,17,28.01,28,31,72,1967.42,1846,2049,1925.67,1923,1996,1868,574.97,514,602,567.64,566,588,490,1239.45,1184,1286,1199,1198,1245,1170
G4200030432300,2010,Pennsylvania,42,Allegheny County,003,432300,2530.01,2225,2840,2298,1998,2336,2121,2387.64,2106,2689,2138.45,1851,2172,1865,129.37,106,136,117.87,109,122,176,2,2,2,2,2,2,19,10,10,10,7.79,7,8,9,1,1,1,0,0,0,0,0,0,2,2,2,2,7,NA,29.89,27,30,45,2374.64,2093,2674,2133.41,1845,2167,1868,129.37,106,136,137.79,127,142,206,2,2,2,2,2,2,14,11,11,11,7.79,7,8,9,0,0,2,2,2,2,2,13,13,15,15,15,15,22,1323.39,1181,1461,1314.05,1160,1336,1262,544.1,471,617,542.03,463,557,513,708.9,645,768,678.71,614,683,611
G4200030432400,2010,Pennsylvania,42,Allegheny County,003,432400,3241.52,3122,3247,2971.72,2847,2977,2584,3180.96,3067,3186,2766.95,2647,2772,2253,48,48,48,134.98,134,135,232,1,1,1,3,3,3,1,8.56,3,9,15.95,15,16,16,0,0,0,1,1,1,0,3,3,3,5.98,5,6,8,NA,43.86,42,44,74,3168.96,3055,3174,2778.81,2657,2784,2246,48,48,48,153.98,153,154,282,1,1,1,3,3,3,1,8.56,3,9,16.95,16,17,16,3,3,3,3,3,3,4,12,12,12,15.98,15,16,35,1540.46,1481,1543,1515.42,1455,1518,1467,729.1,709,730,747.09,728,748,657,716.63,686,718,647.75,614,649,630
G4200030434000,2010,Pennsylvania,42,Allegheny County,003,434000,2081.95,1756,2990,1924.91,1626,2262,1781,2026.49,1706,2861,1842.66,1555,2163,1669,46.02,41,113,50.85,43,60,65,1,1,1,7,7,7,2,4.44,4,10,5.05,5,6,15,0,0,0,0,0,0,0,4,4,5,1.02,1,2,4,NA,18.34,15,24,26,2013.53,1694,2847,1849.04,1559,2173,1665,46.02,41,113,53.85,46,65,79,1,1,1,7,7,7,0,4.44,4,10,5.05,5,6,16,0,0,1,1,1,1,2,16.96,16,18,8.97,8,10,19,845.61,710,1285,832.64,694,1005,810,579.43,470,802,567.53,455,657,533,230.73,208,411,222.15,200,287,207
G4200030435000,2010,Pennsylvania,42,Allegheny County,003,435000,2932.03,2093,3427,2627.56,2236,3013,2449,2830.13,2035,3324,2482.55,2101,2866,2248,77.9,35,79,93.01,89,94,108,5,5,5,1,1,1,0,16,16,16,30,29,30,41,1,1,1,0,0,0,0,2,1,2,1,1,1,16,NA,20,15,21,36,2826.08,2031,3319,2483.48,2097,2866,2246,77.9,35,79,101.03,97,103,126,4,4,4,1,1,1,0,16,16,16,30,29,30,41,1,0,1,1,1,1,11,7.05,7,8,11.06,11,12,25,1295.92,925,1512,1240.38,1078,1405,1201,781.73,568,956,734.61,601,876,702,446.84,312,482,430.66,410,451,421
G4200030437000,2010,Pennsylvania,42,Allegheny County,003,437000,2436.6,1141,4864,3090.45,1341,4666,4757,2421.78,1135,4821,2997.42,1306,4548,4461,9.71,2,26,25.68,16,30,87,0.04,0,4,2,0,2,0,5.07,4,12,45.69,9,65,149,0,0,0,2,2,2,0,0,0,1,3,3,3,11,NA,14.66,5,16,49,2410.09,1134,4805,2998.2,1306,4545,4413,9.71,2,26,27.69,17,33,105,0.04,0,4,2,0,2,0,5.07,4,12,48.69,12,68,153,0,0,0,0,0,0,5,11.69,1,17,13.87,6,18,81,842.72,409,1757,1177.99,489,1808,1987,753.87,363,1582,945.96,428,1550,1385,61.99,27,127,161.64,32,181,438
G4200030439000,2010,Pennsylvania,42,Allegheny County,003,439000,1436.04,1194,2762,1345.56,1093,1899,1388,1419.69,1178,2711,1289.44,1045,1818,1307,11.3,11,43,10.73,10,23,37,1,1,1,8.94,4,9,1,4,4,6,21.32,21,28,18,0,0,0,0,0,0,2,0.04,0,1,4.08,4,6,3,NA,11.06,9,15,20,1419.65,1178,2709,1295.48,1051,1825,1307,11.3,11,43,12.73,10,27,42,1,1,1,8.94,4,9,1,4,4,6,21.32,21,28,20,0.04,0,1,4.08,4,6,0,0.05,0,2,3,3,4,18,544.55,449,1027,526.36,434,736,571,479.28,400,884,473.82,393,667,486,50.59,39,112,33.55,24,44,46
G4200030445500,2010,Pennsylvania,42,Allegheny County,003,445500,4134.6,3627,4503,3905.3,3514,4255,3827,3591.13,3237,3958,3446.14,3171,3787,3399,497.77,355,499,375.24,276,380,281,1.99,1,2,4.99,3,5,2,27.98,23,28,32.96,29,36,51,1.91,1,2,1,1,1,2,13.81,10,14,2.03,0,3,17,NA,42.93,34,43,75,3570.16,3222,3936,3422.12,3150,3762,3380,494.77,352,496,401.22,294,406,311,1.99,1,2,4.99,3,5,2,29.89,24,30,34.96,31,38,53,8,8,8,0.04,0,1,11,29.78,20,31,41.97,36,43,70,2116.69,1874,2258,2037.82,1859,2176,1965,1057.02,934,1161,1098.24,980,1206,1082,900.93,810,930,793.65,740,821,683
G4200030446000,2010,Pennsylvania,42,Allegheny County,003,446000,1669.73,1436,1844,1727.95,1476,1888,1680,1637.73,1412,1805,1655.97,1415,1814,1632,22.99,17,27,33.98,25,34,17,0.01,0,1,6,6,6,0,8.01,6,10,16.01,16,18,12,0,0,0,0.99,0,1,0,1,1,1,1,1,1,2,NA,14,13,14,17,1630.73,1405,1798,1649.97,1409,1807,1617,22.99,17,27,40.98,32,41,24,0.01,0,1,6,6,6,0,8.01,6,10,16.01,15,18,12,0,0,0,0,0,0,0,8,8,8,15,14,16,27,644.81,556,716,669.88,569,730,655,543.97,475,607,571.9,484,625,552,78.95,61,85,70.98,59,77,56
G4200030447000,2010,Pennsylvania,42,Allegheny County,003,447000,1691.11,656,1977,1537.53,692,1820,1634,1648.99,641,1926,1458.65,663,1725,1497,38.12,11,45,40.87,15,55,57,0,0,0,0,0,0,4,3,3,5,14.44,3,15,43,0,0,0,0,0,0,0,1,1,1,4.95,3,5,6,NA,18.63,8,20,27,1644.07,638,1921,1462.47,664,1729,1478,38.12,11,45,48.7,17,63,73,0,0,0,0,0,0,3,3,3,5,14.44,3,15,45,1,1,1,0,0,0,1,4.92,3,5,11.92,8,13,34,602.26,229,706,588.65,286,696,632,505.55,187,582,485.55,221,579,525,79.12,38,104,73.54,47,86,76
G4200030448000,2010,Pennsylvania,42,Allegheny County,003,448000,1408.59,1285,2433,1253.87,1147,2116,1218,1326,1207,2324,1119.87,1018,1935,1048,76.59,72,103,90.43,86,113,93,1,1,1,0,0,0,1,1,1,1,0.24,0,12,18,1,1,1,0,0,0,0,3,3,3,8.05,8,10,10,NA,35.28,35,46,48,1317.97,1199,2314,1121,1020,1939,1048,76.59,72,103,112.55,108,141,118,1,1,1,0,0,0,0,2,2,2,0.24,0,12,18,2,2,2,0,0,0,6,9.03,9,11,20.08,19,24,28,690.38,646,1061,660.97,622,972,632,405.39,375,723,365.19,333,638,342,233.64,220,272,218.42,212,245,221
G4200030449000,2010,Pennsylvania,42,Allegheny County,003,449000,2415.97,1306,3116,2326.07,1780,3041,2640,2385.65,1285,3075,2261.3,1728,2954,2502,26.33,18,33,29.43,18,39,57,0,0,0,6.98,6,7,5,2.08,2,6,21.22,21,29,38,0,0,0,1,1,1,0,1.91,1,2,0,0,0,4,NA,6.14,6,11,34,2377.7,1279,3057,2244.92,1717,2927,2490,26.33,18,33,33.54,22,47,71,0,0,0,6.98,6,7,3,2.08,2,6,22.22,22,30,39,0.91,0,1,0,0,0,1,8.95,7,19,18.41,13,30,36,944.2,521,1244,922.55,705,1194,1131,763.64,412,990,753.98,562,982,892,134.59,80,184,134.31,115,165,175
G4200030450700,2010,Pennsylvania,42,Allegheny County,003,450700,3649.68,3249,4365,3409.63,3162,4030,3137,3391.67,3014,4094,3134.01,2896,3720,2796,221.93,204,226,206.5,197,223,213,5,5,5,3,3,3,6,13.09,13,22,10.02,10,15,14,5,5,5,0,0,0,7,12.99,8,13,8,8,8,19,NA,48.09,48,61,82,3376.58,3001,4072,3136.04,2898,3727,2795,219.93,202,224,230.56,221,253,257,5,5,5,3,3,3,6,18.09,18,27,10.02,10,15,21,1,1,1,5,5,5,7,29.08,22,36,25,25,27,51,1752.46,1571,1981,1672.71,1556,1888,1648,968.2,827,1170,917.28,827,1105,819,658.16,629,674,647.23,627,668,650
G4200030450800,2010,Pennsylvania,42,Allegheny County,003,450800,3104.5,3068,4115,2732.62,2700,4206,2540,2475.43,2439,3458,2085.46,2053,3521,1922,612.05,612,632,556.08,556,578,466,4,4,4,2,2,2,4,7.02,7,12,7.05,7,18,6,0,0,0,1,1,1,0,6,6,9,27,27,27,27,NA,54.03,54,59,115,2451.64,2416,3427,2078.46,2048,3510,1907,609.05,609,629,595.11,595,621,554,4,4,4,2,2,2,4,7.02,7,12,8.05,8,19,7,2,2,2,14,14,14,15,30.79,30,41,35.01,33,40,53,1511.93,1494,1968,1450.56,1436,2110,1453,756.77,742,1111,687.4,676,1250,610,661.24,659,724,632.27,630,698,668
G4200030451101,2010,Pennsylvania,42,Allegheny County,003,451101,3323.46,2856,7412,3580.35,2864,5533,3639,3211.65,2754,7040,3430.82,2737,5076,3464,63.77,58,272,67.74,58,248,62,0,0,1,0.02,0,2,1,31.94,28,71,50.86,43,128,53,0,0,4,0,0,2,0,16.1,16,24,10,10,12,11,NA,20.91,16,65,48,3183.59,2733,6986,3412.18,2729,5037,3454,58.77,53,266,77.66,64,286,84,0,0,1,0.02,0,2,1,31.94,28,75,50.86,43,131,53,0.09,0,4,1,1,3,0,49.07,42,80,38.62,27,74,47,1299.27,1105,2741,1456.15,1184,2374,1609,1051.56,901,1848,1253.26,1025,1676,1354,170.64,143,697,147.09,116,564,164
G4200030451102,2010,Pennsylvania,42,Allegheny County,003,451102,5563.58,2813,5565,5571.59,4165,5573,5627,5125.71,2625,5127,4911.88,3800,4913,4779,351.9,153,352,419.83,251,420,476,4,3,4,9,8,9,4,56.98,18,57,118.92,42,119,174,4,0,4,4,2,4,0,21,14,21,15,13,15,71,NA,92.96,49,93,123,5090.72,2611,5092,4908.9,3812,4910,4724,348.9,151,349,462.8,266,463,541,4,3,4,8,7,8,4,60.98,18,61,123.92,44,124,178,7,4,7,12,10,12,32,51.99,26,52,55.97,26,56,148,2103.53,1189,2104,2189.3,1489,2190,2205,1094.81,724,1095,1195.77,965,1196,1160,833.77,384,834,832.6,435,833,802
G4200030451104,2010,Pennsylvania,42,Allegheny County,003,451104,2360.94,2117,2453,3731.54,3720,3796,3590,2300.33,2058,2389,3548.54,3537,3613,3356,32.61,31,36,87,87,87,110,2,2,2,2,2,2,3,25,25,25,61,61,61,61,1,1,1,0,0,0,1,0,0,0,3,3,3,16,NA,30,30,30,43,2278.33,2039,2367,3538.54,3527,3603,3345,32.61,31,36,97,97,97,120,2,2,2,2,2,2,1,26,26,26,64,64,64,64,0,0,0,2,2,2,11,22,19,22,28,28,28,49,773.51,663,808,1107.67,1102,1139,1270,672.52,594,699,1028.06,1023,1053,1162,73.79,51,77,56.46,56,59,80
G4200030451105,2010,Pennsylvania,42,Allegheny County,003,451105,3171.01,3064,3239,3486,3406,3528,4196,3032.62,2929,3100,3198,3118,3240,3618,108.39,105,109,116,116,116,225,3,3,3,3,3,3,9,18,18,18,133,133,133,199,0,0,0,1,1,1,0,9,9,9,13,13,13,62,NA,22,22,22,83,3018.32,2916,3083,3183,3103,3225,3587,106.39,103,107,117,117,117,251,2,2,2,3,3,3,9,18,18,18,134,134,134,206,5,5,5,11,11,11,11,21.3,20,24,38,38,38,132,1741.31,1697,1771,2155.87,2122,2173,2476,806.91,776,827,713.38,691,723,836,693.04,685,699,1002.99,993,1009,1333
G4200030451300,2010,Pennsylvania,42,Allegheny County,003,451300,5329.32,3491,5895,5932.36,3506,6239,7133,5188.42,3378,5727,5692.47,3367,5989,6495,74.02,61,96,106.35,70,116,213,0,0,0,0,0,0,7,60.89,47,61,68.69,26,69,272,0,0,0,0,0,0,5,6,5,11,15,15,15,26,NA,49.85,28,50,115,5159.3,3361,5695,5671.45,3346,5966,6465,74.02,61,96,123.26,75,133,258,0,0,0,0,0,0,5,60.89,47,61,73.69,31,74,285,0,0,0,5,5,5,8,35.12,22,43,58.96,49,61,112,1992.57,1267,2270,2299.1,1321,2441,2878,1714.13,1118,1910,2070.8,1211,2179,2394,152.62,88,199,152.46,73,179,361
