GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,TRBL_CTA,BLCK_GRPA,TRBL_BGA,C_CITYA,RES_ONLYA,TRUSTA,AIANHHA,TRBL_SUBA,ANRCA,MSA_CMSAA,PMSAA,NECMAA,URB_AREAA,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,NAME,FL5001
G3400070608404,2000,1,2,New Jersey,34,Camden,007,NA,NA,608404,608404,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 6084.04,6099
G3400070608501,2000,1,2,New Jersey,34,Camden,007,NA,NA,608501,608501,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 6085.01,20
G3400070608502,2000,1,2,New Jersey,34,Camden,007,NA,NA,608502,608502,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 6085.02,5115
G3400070608503,2000,1,2,New Jersey,34,Camden,007,NA,NA,608503,608503,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 6085.03,3999
G3400070608504,2000,1,2,New Jersey,34,Camden,007,NA,NA,608504,608504,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 6085.04,1766
G3400070608600,2000,1,2,New Jersey,34,Camden,007,NA,NA,608600,608600,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 6086,4986
G3400070608700,2000,1,2,New Jersey,34,Camden,007,NA,NA,608700,608700,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 6087,6149
G3400070608800,2000,1,2,New Jersey,34,Camden,007,NA,NA,608800,608800,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 6088,5290
G3400070608901,2000,1,2,New Jersey,34,Camden,007,NA,NA,608901,608901,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 6089.01,5531
G3400070608903,2000,1,2,New Jersey,34,Camden,007,NA,NA,608903,608903,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 6089.03,3592
G3400070608904,2000,1,2,New Jersey,34,Camden,007,NA,NA,608904,608904,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 6089.04,1371
G3400070609000,2000,1,2,New Jersey,34,Camden,007,NA,NA,609000,609000,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 6090,1520
G3400070609102,2000,1,2,New Jersey,34,Camden,007,NA,NA,609102,609102,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 6091.02,503
G3400070609103,2000,1,2,New Jersey,34,Camden,007,NA,NA,609103,609103,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 6091.03,4800
G3400070609104,2000,1,2,New Jersey,34,Camden,007,NA,NA,609104,609104,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 6091.04,4371
G3400070609201,2000,1,2,New Jersey,34,Camden,007,NA,NA,609201,609201,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 6092.01,4422
G3400070609202,2000,1,2,New Jersey,34,Camden,007,NA,NA,609202,609202,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 6092.02,4170
G3400070609203,2000,1,2,New Jersey,34,Camden,007,NA,NA,609203,609203,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 6092.03,5978
G3400070609204,2000,1,2,New Jersey,34,Camden,007,NA,NA,609204,609204,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 6092.04,4331
G3400070609205,2000,1,2,New Jersey,34,Camden,007,NA,NA,609205,609205,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 6092.05,6036
G3400070610100,2000,1,2,New Jersey,34,Camden,007,NA,NA,610100,610100,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 6101,61
G3400070610200,2000,1,2,New Jersey,34,Camden,007,NA,NA,610200,610200,NA,NA,NA,NA,NA,NA,NA,NA,6162,6160,9999,NA,NA,NA,NA,NA,NA,Census Tract 6102,1079
G3400090000000,2000,1,2,New Jersey,34,Cape May,009,NA,NA,000000,000000,NA,NA,NA,NA,NA,NA,NA,NA,6162,560,9999,NA,NA,NA,NA,NA,NA,Census Tract 0,0
G3400090020101,2000,1,2,New Jersey,34,Cape May,009,NA,NA,020101,020101,NA,NA,NA,NA,NA,NA,NA,NA,6162,560,9999,NA,NA,NA,NA,NA,NA,Census Tract 201.01,4701
G3400090020102,2000,1,2,New Jersey,34,Cape May,009,NA,NA,020102,020102,NA,NA,NA,NA,NA,NA,NA,NA,6162,560,9999,NA,NA,NA,NA,NA,NA,Census Tract 201.02,3301
G3400090020200,2000,1,2,New Jersey,34,Cape May,009,NA,NA,020200,020200,NA,NA,NA,NA,NA,NA,NA,NA,6162,560,9999,NA,NA,NA,NA,NA,NA,Census Tract 202,7376
G3400090020301,2000,1,2,New Jersey,34,Cape May,009,NA,NA,020301,020301,NA,NA,NA,NA,NA,NA,NA,NA,6162,560,9999,NA,NA,NA,NA,NA,NA,Census Tract 203.01,4673
G3400090020302,2000,1,2,New Jersey,34,Cape May,009,NA,NA,020302,020302,NA,NA,NA,NA,NA,NA,NA,NA,6162,560,9999,NA,NA,NA,NA,NA,NA,Census Tract 203.02,4626
G3400090020400,2000,1,2,New Jersey,34,Cape May,009,NA,NA,020400,020400,NA,NA,NA,NA,NA,NA,NA,NA,6162,560,9999,NA,NA,NA,NA,NA,NA,Census Tract 204,2816
G3400090020500,2000,1,2,New Jersey,34,Cape May,009,NA,NA,020500,020500,NA,NA,NA,NA,NA,NA,NA,NA,6162,560,9999,NA,NA,NA,NA,NA,NA,Census Tract 205,2716
G3400090020600,2000,1,2,New Jersey,34,Cape May,009,NA,NA,020600,020600,NA,NA,NA,NA,NA,NA,NA,NA,6162,560,9999,NA,NA,NA,NA,NA,NA,Census Tract 206,2135
G3400090020700,2000,1,2,New Jersey,34,Cape May,009,NA,NA,020700,020700,NA,NA,NA,NA,NA,NA,NA,NA,6162,560,9999,NA,NA,NA,NA,NA,NA,Census Tract 207,4357
G3400090020800,2000,1,2,New Jersey,34,Cape May,009,NA,NA,020800,020800,NA,NA,NA,NA,NA,NA,NA,NA,6162,560,9999,NA,NA,NA,NA,NA,NA,Census Tract 208,2835
G3400090020900,2000,1,2,New Jersey,34,Cape May,009,NA,NA,020900,020900,NA,NA,NA,NA,NA,NA,NA,NA,6162,560,9999,NA,NA,NA,NA,NA,NA,Census Tract 209,3271
G3400090021000,2000,1,2,New Jersey,34,Cape May,009,NA,NA,021000,021000,NA,NA,NA,NA,NA,NA,NA,NA,6162,560,9999,NA,NA,NA,NA,NA,NA,Census Tract 210,5022
G3400090021100,2000,1,2,New Jersey,34,Cape May,009,NA,NA,021100,021100,NA,NA,NA,NA,NA,NA,NA,NA,6162,560,9999,NA,NA,NA,NA,NA,NA,Census Tract 211,4704
G3400090021200,2000,1,2,New Jersey,34,Cape May,009,NA,NA,021200,021200,NA,NA,NA,NA,NA,NA,NA,NA,6162,560,9999,NA,NA,NA,NA,NA,NA,Census Tract 212,6679
G3400090021300,2000,1,2,New Jersey,34,Cape May,009,NA,NA,021300,021300,NA,NA,NA,NA,NA,NA,NA,NA,6162,560,9999,NA,NA,NA,NA,NA,NA,Census Tract 213,4935
G3400090021400,2000,1,2,New Jersey,34,Cape May,009,NA,NA,021400,021400,NA,NA,NA,NA,NA,NA,NA,NA,6162,560,9999,NA,NA,NA,NA,NA,NA,Census Tract 214,3686
G3400090021500,2000,1,2,New Jersey,34,Cape May,009,NA,NA,021500,021500,NA,NA,NA,NA,NA,NA,NA,NA,6162,560,9999,NA,NA,NA,NA,NA,NA,Census Tract 215,2198
G3400090021600,2000,1,2,New Jersey,34,Cape May,009,NA,NA,021600,021600,NA,NA,NA,NA,NA,NA,NA,NA,6162,560,9999,NA,NA,NA,NA,NA,NA,Census Tract 216,3980
G3400090021700,2000,1,2,New Jersey,34,Cape May,009,NA,NA,021700,021700,NA,NA,NA,NA,NA,NA,NA,NA,6162,560,9999,NA,NA,NA,NA,NA,NA,Census Tract 217,5181
G3400090021802,2000,1,2,New Jersey,34,Cape May,009,NA,NA,021802,021802,NA,NA,NA,NA,NA,NA,NA,NA,6162,560,9999,NA,NA,NA,NA,NA,NA,Census Tract 218.02,7674
G3400090021803,2000,1,2,New Jersey,34,Cape May,009,NA,NA,021803,021803,NA,NA,NA,NA,NA,NA,NA,NA,6162,560,9999,NA,NA,NA,NA,NA,NA,Census Tract 218.03,3910
G3400090021804,2000,1,2,New Jersey,34,Cape May,009,NA,NA,021804,021804,NA,NA,NA,NA,NA,NA,NA,NA,6162,560,9999,NA,NA,NA,NA,NA,NA,Census Tract 218.04,5154
G3400090021900,2000,1,2,New Jersey,34,Cape May,009,NA,NA,021900,021900,NA,NA,NA,NA,NA,NA,NA,NA,6162,560,9999,NA,NA,NA,NA,NA,NA,Census Tract 219,2362
G3400090022000,2000,1,2,New Jersey,34,Cape May,009,NA,NA,022000,022000,NA,NA,NA,NA,NA,NA,NA,NA,6162,560,9999,NA,NA,NA,NA,NA,NA,Census Tract 220,4034
G3400110000000,2000,1,2,New Jersey,34,Cumberland,011,NA,NA,000000,000000,NA,NA,NA,NA,NA,NA,NA,NA,6162,8760,9999,NA,NA,NA,NA,NA,NA,Census Tract 0,0
G3400110010101,2000,1,2,New Jersey,34,Cumberland,011,NA,NA,010101,010101,NA,NA,NA,NA,NA,NA,NA,NA,6162,8760,9999,NA,NA,NA,NA,NA,NA,Census Tract 101.01,6928
G3400110010102,2000,1,2,New Jersey,34,Cumberland,011,NA,NA,010102,010102,NA,NA,NA,NA,NA,NA,NA,NA,6162,8760,9999,NA,NA,NA,NA,NA,NA,Census Tract 101.02,0
G3400110010103,2000,1,2,New Jersey,34,Cumberland,011,NA,NA,010103,010103,NA,NA,NA,NA,NA,NA,NA,NA,6162,8760,9999,NA,NA,NA,NA,NA,NA,Census Tract 101.03,0
G3400110010200,2000,1,2,New Jersey,34,Cumberland,011,NA,NA,010200,010200,NA,NA,NA,NA,NA,NA,NA,NA,6162,8760,9999,NA,NA,NA,NA,NA,NA,Census Tract 102,5259
G3400110010300,2000,1,2,New Jersey,34,Cumberland,011,NA,NA,010300,010300,NA,NA,NA,NA,NA,NA,NA,NA,6162,8760,9999,NA,NA,NA,NA,NA,NA,Census Tract 103,4352
G3400110010401,2000,1,2,New Jersey,34,Cumberland,011,NA,NA,010401,010401,NA,NA,NA,NA,NA,NA,NA,NA,6162,8760,9999,NA,NA,NA,NA,NA,NA,Census Tract 104.01,6283
G3400110010402,2000,1,2,New Jersey,34,Cumberland,011,NA,NA,010402,010402,NA,NA,NA,NA,NA,NA,NA,NA,6162,8760,9999,NA,NA,NA,NA,NA,NA,Census Tract 104.02,0
G3400110010500,2000,1,2,New Jersey,34,Cumberland,011,NA,NA,010500,010500,NA,NA,NA,NA,NA,NA,NA,NA,6162,8760,9999,NA,NA,NA,NA,NA,NA,Census Tract 105,2276
G3400110010600,2000,1,2,New Jersey,34,Cumberland,011,NA,NA,010600,010600,NA,NA,NA,NA,NA,NA,NA,NA,6162,8760,9999,NA,NA,NA,NA,NA,NA,Census Tract 106,4968
G3400110010700,2000,1,2,New Jersey,34,Cumberland,011,NA,NA,010700,010700,NA,NA,NA,NA,NA,NA,NA,NA,6162,8760,9999,NA,NA,NA,NA,NA,NA,Census Tract 107,7556
G3400110010800,2000,1,2,New Jersey,34,Cumberland,011,NA,NA,010800,010800,NA,NA,NA,NA,NA,NA,NA,NA,6162,8760,9999,NA,NA,NA,NA,NA,NA,Census Tract 108,2927
G3400110020100,2000,1,2,New Jersey,34,Cumberland,011,NA,NA,020100,020100,NA,NA,NA,NA,NA,NA,NA,NA,6162,8760,9999,NA,NA,NA,NA,NA,NA,Census Tract 201,1235
G3400110020200,2000,1,2,New Jersey,34,Cumberland,011,NA,NA,020200,020200,NA,NA,NA,NA,NA,NA,NA,NA,6162,8760,9999,NA,NA,NA,NA,NA,NA,Census Tract 202,2560
G3400110020300,2000,1,2,New Jersey,34,Cumberland,011,NA,NA,020300,020300,NA,NA,NA,NA,NA,NA,NA,NA,6162,8760,9999,NA,NA,NA,NA,NA,NA,Census Tract 203,5245
G3400110020400,2000,1,2,New Jersey,34,Cumberland,011,NA,NA,020400,020400,NA,NA,NA,NA,NA,NA,NA,NA,6162,8760,9999,NA,NA,NA,NA,NA,NA,Census Tract 204,2922
G3400110020501,2000,1,2,New Jersey,34,Cumberland,011,NA,NA,020501,020501,NA,NA,NA,NA,NA,NA,NA,NA,6162,8760,9999,NA,NA,NA,NA,NA,NA,Census Tract 205.01,6973
G3400110020600,2000,1,2,New Jersey,34,Cumberland,011,NA,NA,020600,020600,NA,NA,NA,NA,NA,NA,NA,NA,6162,8760,9999,NA,NA,NA,NA,NA,NA,Census Tract 206,3836
G3400110030100,2000,1,2,New Jersey,34,Cumberland,011,NA,NA,030100,030100,NA,NA,NA,NA,NA,NA,NA,NA,6162,8760,9999,NA,NA,NA,NA,NA,NA,Census Tract 301,980
G3400110030200,2000,1,2,New Jersey,34,Cumberland,011,NA,NA,030200,030200,NA,NA,NA,NA,NA,NA,NA,NA,6162,8760,9999,NA,NA,NA,NA,NA,NA,Census Tract 302,5550
G3400110030300,2000,1,2,New Jersey,34,Cumberland,011,NA,NA,030300,030300,NA,NA,NA,NA,NA,NA,NA,NA,6162,8760,9999,NA,NA,NA,NA,NA,NA,Census Tract 303,3701
G3400110030400,2000,1,2,New Jersey,34,Cumberland,011,NA,NA,030400,030400,NA,NA,NA,NA,NA,NA,NA,NA,6162,8760,9999,NA,NA,NA,NA,NA,NA,Census Tract 304,7371
G3400110030501,2000,1,2,New Jersey,34,Cumberland,011,NA,NA,030501,030501,NA,NA,NA,NA,NA,NA,NA,NA,6162,8760,9999,NA,NA,NA,NA,NA,NA,Census Tract 305.01,5405
G3400110030502,2000,1,2,New Jersey,34,Cumberland,011,NA,NA,030502,030502,NA,NA,NA,NA,NA,NA,NA,NA,6162,8760,9999,NA,NA,NA,NA,NA,NA,Census Tract 305.02,3840
G3400110040100,2000,1,2,New Jersey,34,Cumberland,011,NA,NA,040100,040100,NA,NA,NA,NA,NA,NA,NA,NA,6162,8760,9999,NA,NA,NA,NA,NA,NA,Census Tract 401,453
G3400110040200,2000,1,2,New Jersey,34,Cumberland,011,NA,NA,040200,040200,NA,NA,NA,NA,NA,NA,NA,NA,6162,8760,9999,NA,NA,NA,NA,NA,NA,Census Tract 402,6243
G3400110040300,2000,1,2,New Jersey,34,Cumberland,011,NA,NA,040300,040300,NA,NA,NA,NA,NA,NA,NA,NA,6162,8760,9999,NA,NA,NA,NA,NA,NA,Census Tract 403,3271
G3400110040400,2000,1,2,New Jersey,34,Cumberland,011,NA,NA,040400,040400,NA,NA,NA,NA,NA,NA,NA,NA,6162,8760,9999,NA,NA,NA,NA,NA,NA,Census Tract 404,5920
G3400110040500,2000,1,2,New Jersey,34,Cumberland,011,NA,NA,040500,040500,NA,NA,NA,NA,NA,NA,NA,NA,6162,8760,9999,NA,NA,NA,NA,NA,NA,Census Tract 405,5666
G3400110040600,2000,1,2,New Jersey,34,Cumberland,011,NA,NA,040600,040600,NA,NA,NA,NA,NA,NA,NA,NA,6162,8760,9999,NA,NA,NA,NA,NA,NA,Census Tract 406,6901
G3400110040700,2000,1,2,New Jersey,34,Cumberland,011,NA,NA,040700,040700,NA,NA,NA,NA,NA,NA,NA,NA,6162,8760,9999,NA,NA,NA,NA,NA,NA,Census Tract 407,7984
G3400110040800,2000,1,2,New Jersey,34,Cumberland,011,NA,NA,040800,040800,NA,NA,NA,NA,NA,NA,NA,NA,6162,8760,9999,NA,NA,NA,NA,NA,NA,Census Tract 408,4163
G3400110040901,2000,1,2,New Jersey,34,Cumberland,011,NA,NA,040901,040901,NA,NA,NA,NA,NA,NA,NA,NA,6162,8760,9999,NA,NA,NA,NA,NA,NA,Census Tract 409.01,2749
G3400110040902,2000,1,2,New Jersey,34,Cumberland,011,NA,NA,040902,040902,NA,NA,NA,NA,NA,NA,NA,NA,6162,8760,9999,NA,NA,NA,NA,NA,NA,Census Tract 409.02,6845
G3400110041000,2000,1,2,New Jersey,34,Cumberland,011,NA,NA,041000,041000,NA,NA,NA,NA,NA,NA,NA,NA,6162,8760,9999,NA,NA,NA,NA,NA,NA,Census Tract 410,6076
G3400130000100,2000,1,2,New Jersey,34,Essex,013,NA,NA,000100,000100,NA,NA,NA,NA,NA,NA,NA,NA,5602,5640,9999,NA,NA,NA,NA,NA,NA,Census Tract 1,5619
G3400130000200,2000,1,2,New Jersey,34,Essex,013,NA,NA,000200,000200,NA,NA,NA,NA,NA,NA,NA,NA,5602,5640,9999,NA,NA,NA,NA,NA,NA,Census Tract 2,2490
G3400130000300,2000,1,2,New Jersey,34,Essex,013,NA,NA,000300,000300,NA,NA,NA,NA,NA,NA,NA,NA,5602,5640,9999,NA,NA,NA,NA,NA,NA,Census Tract 3,3424
G3400130000400,2000,1,2,New Jersey,34,Essex,013,NA,NA,000400,000400,NA,NA,NA,NA,NA,NA,NA,NA,5602,5640,9999,NA,NA,NA,NA,NA,NA,Census Tract 4,2054
G3400130000500,2000,1,2,New Jersey,34,Essex,013,NA,NA,000500,000500,NA,NA,NA,NA,NA,NA,NA,NA,5602,5640,9999,NA,NA,NA,NA,NA,NA,Census Tract 5,1727
G3400130000600,2000,1,2,New Jersey,34,Essex,013,NA,NA,000600,000600,NA,NA,NA,NA,NA,NA,NA,NA,5602,5640,9999,NA,NA,NA,NA,NA,NA,Census Tract 6,4138
G3400130000700,2000,1,2,New Jersey,34,Essex,013,NA,NA,000700,000700,NA,NA,NA,NA,NA,NA,NA,NA,5602,5640,9999,NA,NA,NA,NA,NA,NA,Census Tract 7,6517
G3400130000800,2000,1,2,New Jersey,34,Essex,013,NA,NA,000800,000800,NA,NA,NA,NA,NA,NA,NA,NA,5602,5640,9999,NA,NA,NA,NA,NA,NA,Census Tract 8,4410
G3400130000900,2000,1,2,New Jersey,34,Essex,013,NA,NA,000900,000900,NA,NA,NA,NA,NA,NA,NA,NA,5602,5640,9999,NA,NA,NA,NA,NA,NA,Census Tract 9,4006
G3400130001000,2000,1,2,New Jersey,34,Essex,013,NA,NA,001000,001000,NA,NA,NA,NA,NA,NA,NA,NA,5602,5640,9999,NA,NA,NA,NA,NA,NA,Census Tract 10,4542
G3400130001100,2000,1,2,New Jersey,34,Essex,013,NA,NA,001100,001100,NA,NA,NA,NA,NA,NA,NA,NA,5602,5640,9999,NA,NA,NA,NA,NA,NA,Census Tract 11,2550
G3400130001300,2000,1,2,New Jersey,34,Essex,013,NA,NA,001300,001300,NA,NA,NA,NA,NA,NA,NA,NA,5602,5640,9999,NA,NA,NA,NA,NA,NA,Census Tract 13,1410
G3400130001400,2000,1,2,New Jersey,34,Essex,013,NA,NA,001400,001400,NA,NA,NA,NA,NA,NA,NA,NA,5602,5640,9999,NA,NA,NA,NA,NA,NA,Census Tract 14,2769
G3400130001500,2000,1,2,New Jersey,34,Essex,013,NA,NA,001500,001500,NA,NA,NA,NA,NA,NA,NA,NA,5602,5640,9999,NA,NA,NA,NA,NA,NA,Census Tract 15,1673
G3400130001600,2000,1,2,New Jersey,34,Essex,013,NA,NA,001600,001600,NA,NA,NA,NA,NA,NA,NA,NA,5602,5640,9999,NA,NA,NA,NA,NA,NA,Census Tract 16,1536
G3400130001700,2000,1,2,New Jersey,34,Essex,013,NA,NA,001700,001700,NA,NA,NA,NA,NA,NA,NA,NA,5602,5640,9999,NA,NA,NA,NA,NA,NA,Census Tract 17,2150
G3400130001800,2000,1,2,New Jersey,34,Essex,013,NA,NA,001800,001800,NA,NA,NA,NA,NA,NA,NA,NA,5602,5640,9999,NA,NA,NA,NA,NA,NA,Census Tract 18,2161
G3400130001900,2000,1,2,New Jersey,34,Essex,013,NA,NA,001900,001900,NA,NA,NA,NA,NA,NA,NA,NA,5602,5640,9999,NA,NA,NA,NA,NA,NA,Census Tract 19,2251
G3400130002000,2000,1,2,New Jersey,34,Essex,013,NA,NA,002000,002000,NA,NA,NA,NA,NA,NA,NA,NA,5602,5640,9999,NA,NA,NA,NA,NA,NA,Census Tract 20,4709
G3400130002100,2000,1,2,New Jersey,34,Essex,013,NA,NA,002100,002100,NA,NA,NA,NA,NA,NA,NA,NA,5602,5640,9999,NA,NA,NA,NA,NA,NA,Census Tract 21,3504
G3400130002201,2000,1,2,New Jersey,34,Essex,013,NA,NA,002201,002201,NA,NA,NA,NA,NA,NA,NA,NA,5602,5640,9999,NA,NA,NA,NA,NA,NA,Census Tract 22.01,7444
G3400130002202,2000,1,2,New Jersey,34,Essex,013,NA,NA,002202,002202,NA,NA,NA,NA,NA,NA,NA,NA,5602,5640,9999,NA,NA,NA,NA,NA,NA,Census Tract 22.02,3477
G3400130002300,2000,1,2,New Jersey,34,Essex,013,NA,NA,002300,002300,NA,NA,NA,NA,NA,NA,NA,NA,5602,5640,9999,NA,NA,NA,NA,NA,NA,Census Tract 23,4920
G3400130002400,2000,1,2,New Jersey,34,Essex,013,NA,NA,002400,002400,NA,NA,NA,NA,NA,NA,NA,NA,5602,5640,9999,NA,NA,NA,NA,NA,NA,Census Tract 24,4004
G3400130002500,2000,1,2,New Jersey,34,Essex,013,NA,NA,002500,002500,NA,NA,NA,NA,NA,NA,NA,NA,5602,5640,9999,NA,NA,NA,NA,NA,NA,Census Tract 25,4191
G3400130002600,2000,1,2,New Jersey,34,Essex,013,NA,NA,002600,002600,NA,NA,NA,NA,NA,NA,NA,NA,5602,5640,9999,NA,NA,NA,NA,NA,NA,Census Tract 26,1216
G3400130002700,2000,1,2,New Jersey,34,Essex,013,NA,NA,002700,002700,NA,NA,NA,NA,NA,NA,NA,NA,5602,5640,9999,NA,NA,NA,NA,NA,NA,Census Tract 27,938
G3400130002800,2000,1,2,New Jersey,34,Essex,013,NA,NA,002800,002800,NA,NA,NA,NA,NA,NA,NA,NA,5602,5640,9999,NA,NA,NA,NA,NA,NA,Census Tract 28,1534
G3400130002900,2000,1,2,New Jersey,34,Essex,013,NA,NA,002900,002900,NA,NA,NA,NA,NA,NA,NA,NA,5602,5640,9999,NA,NA,NA,NA,NA,NA,Census Tract 29,1485
G3400130003000,2000,1,2,New Jersey,34,Essex,013,NA,NA,003000,003000,NA,NA,NA,NA,NA,NA,NA,NA,5602,5640,9999,NA,NA,NA,NA,NA,NA,Census Tract 30,1753
G3400130003100,2000,1,2,New Jersey,34,Essex,013,NA,NA,003100,003100,NA,NA,NA,NA,NA,NA,NA,NA,5602,5640,9999,NA,NA,NA,NA,NA,NA,Census Tract 31,807
G3400130003400,2000,1,2,New Jersey,34,Essex,013,NA,NA,003400,003400,NA,NA,NA,NA,NA,NA,NA,NA,5602,5640,9999,NA,NA,NA,NA,NA,NA,Census Tract 34,1345
G3400130003500,2000,1,2,New Jersey,34,Essex,013,NA,NA,003500,003500,NA,NA,NA,NA,NA,NA,NA,NA,5602,5640,9999,NA,NA,NA,NA,NA,NA,Census Tract 35,1737
G3400130003700,2000,1,2,New Jersey,34,Essex,013,NA,NA,003700,003700,NA,NA,NA,NA,NA,NA,NA,NA,5602,5640,9999,NA,NA,NA,NA,NA,NA,Census Tract 37,2076
G3400130003800,2000,1,2,New Jersey,34,Essex,013,NA,NA,003800,003800,NA,NA,NA,NA,NA,NA,NA,NA,5602,5640,9999,NA,NA,NA,NA,NA,NA,Census Tract 38,2417
G3400130003900,2000,1,2,New Jersey,34,Essex,013,NA,NA,003900,003900,NA,NA,NA,NA,NA,NA,NA,NA,5602,5640,9999,NA,NA,NA,NA,NA,NA,Census Tract 39,2607
G3400130004000,2000,1,2,New Jersey,34,Essex,013,NA,NA,004000,004000,NA,NA,NA,NA,NA,NA,NA,NA,5602,5640,9999,NA,NA,NA,NA,NA,NA,Census Tract 40,1018
G3400130004100,2000,1,2,New Jersey,34,Essex,013,NA,NA,004100,004100,NA,NA,NA,NA,NA,NA,NA,NA,5602,5640,9999,NA,NA,NA,NA,NA,NA,Census Tract 41,3293
G3400130004200,2000,1,2,New Jersey,34,Essex,013,NA,NA,004200,004200,NA,NA,NA,NA,NA,NA,NA,NA,5602,5640,9999,NA,NA,NA,NA,NA,NA,Census Tract 42,3263
G3400130004300,2000,1,2,New Jersey,34,Essex,013,NA,NA,004300,004300,NA,NA,NA,NA,NA,NA,NA,NA,5602,5640,9999,NA,NA,NA,NA,NA,NA,Census Tract 43,1977
G3400130004400,2000,1,2,New Jersey,34,Essex,013,NA,NA,004400,004400,NA,NA,NA,NA,NA,NA,NA,NA,5602,5640,9999,NA,NA,NA,NA,NA,NA,Census Tract 44,1754
G3400130004500,2000,1,2,New Jersey,34,Essex,013,NA,NA,004500,004500,NA,NA,NA,NA,NA,NA,NA,NA,5602,5640,9999,NA,NA,NA,NA,NA,NA,Census Tract 45,3576
G3400130004600,2000,1,2,New Jersey,34,Essex,013,NA,NA,004600,004600,NA,NA,NA,NA,NA,NA,NA,NA,5602,5640,9999,NA,NA,NA,NA,NA,NA,Census Tract 46,3091
G3400130004700,2000,1,2,New Jersey,34,Essex,013,NA,NA,004700,004700,NA,NA,NA,NA,NA,NA,NA,NA,5602,5640,9999,NA,NA,NA,NA,NA,NA,Census Tract 47,4945
G3400130004801,2000,1,2,New Jersey,34,Essex,013,NA,NA,004801,004801,NA,NA,NA,NA,NA,NA,NA,NA,5602,5640,9999,NA,NA,NA,NA,NA,NA,Census Tract 48.01,2300
G3400130004802,2000,1,2,New Jersey,34,Essex,013,NA,NA,004802,004802,NA,NA,NA,NA,NA,NA,NA,NA,5602,5640,9999,NA,NA,NA,NA,NA,NA,Census Tract 48.02,3463
G3400130004900,2000,1,2,New Jersey,34,Essex,013,NA,NA,004900,004900,NA,NA,NA,NA,NA,NA,NA,NA,5602,5640,9999,NA,NA,NA,NA,NA,NA,Census Tract 49,4302
G3400130005000,2000,1,2,New Jersey,34,Essex,013,NA,NA,005000,005000,NA,NA,NA,NA,NA,NA,NA,NA,5602,5640,9999,NA,NA,NA,NA,NA,NA,Census Tract 50,2219
G3400130005100,2000,1,2,New Jersey,34,Essex,013,NA,NA,005100,005100,NA,NA,NA,NA,NA,NA,NA,NA,5602,5640,9999,NA,NA,NA,NA,NA,NA,Census Tract 51,2372
G3400130005200,2000,1,2,New Jersey,34,Essex,013,NA,NA,005200,005200,NA,NA,NA,NA,NA,NA,NA,NA,5602,5640,9999,NA,NA,NA,NA,NA,NA,Census Tract 52,1467
G3400130005300,2000,1,2,New Jersey,34,Essex,013,NA,NA,005300,005300,NA,NA,NA,NA,NA,NA,NA,NA,5602,5640,9999,NA,NA,NA,NA,NA,NA,Census Tract 53,2175
