geoid,pop,hu,own,mhv,vhu,rm,em,pov199,pov99,mhi,unemp,year
42017100809,5.31,2.129,84.41692466460269,438.9,8.971348050728041,10.263653483992467,4.726930320150659,6.0022650056625135,4.530011325028313,148.537,4.59375,2017
42017100811,4.751,2.048,25.920398009950247,270.2,1.85546875,38.89707430014734,4.462218480319933,44.27710843373494,13.855421686746988,55.245,2.5865082139112197,2017
42017104701,3.449,1.892,34.595224228305185,374.4,9.249471458773785,7.8573499565091325,5.537837054218614,0,0,49.173,3.8751345532831003,2017
42017104703,2.337,0.962,92.9193899782135,377,4.5738045738045745,4.0650406504065035,3.0380830124090714,4.580152671755725,4.580152671755725,102,1.352426412092283,2017
42017105010,3.832,1.535,89.96742671009773,314.2,0,7.411273486430063,1.51356993736952,10.519480519480519,7.142857142857142,98.839,7.61990138951143,2017
42017105811,5.949,2.257,78.7315212207916,225,7.0890562693841375,11.043872919818456,2.9416708690536226,14.89539748953975,5.690376569037657,75.008,6.100151745068285,2017
42017105812,1.61,0.615,95.37671232876713,223.5,5.040650406504065,5.15527950310559,1.3664596273291925,20.955882352941178,5.88235294117647,90.256,7.880133185349611,2017
42017105203,2.077,0.737,87.65264586160109,449.5,0,13.047664901299951,1.1073663938372653,5.8350100603621735,5.8350100603621735,131.563,3.884297520661157,2017
42017105506,4.016,1.297,97.5571315996848,520,2.1588280647648417,17.280876494023907,0.9711155378486056,3.4420289855072466,3.4420289855072466,182.566,5.734265734265734,2017
42017105704,6.717,2.738,64.24075531077892,211.3,7.158509861212564,27.14009230311151,7.488462111061486,15.524560339599757,5.09399636143117,74.493,10.319345473739773,2017
42017105900,1.887,0.766,60.68027210884354,233.6,4.046997389033943,3.7625861155272924,3.2856385797562266,26.87074829931973,18.367346938775512,64.25,6.893382352941177,2017
42017100209,9.276,3.955,44.60946094609461,287.7,8.065739570164348,36.77231565329884,7.4277705907718845,16.509730069052104,2.197112366603892,68.611,4.885057471264368,2017
42017100304,2.555,1.144,29.887218045112785,187.1,6.993006993006993,28.88454011741683,8.454011741682974,73.92795883361921,62.778730703259,38.953,11.416781292984869,2017
42017100808,5.046,2.113,71.9640179910045,365.5,5.3005205868433505,6.55965120887832,5.727308759413397,1.3404825737265416,0,100.186,3.3758181191870476,2017
42017105507,7.093,2.603,98.82209585702681,463.2,5.416826738378794,7.091498660651347,3.9052587057662485,5.056890012642225,0,144.167,4.325353645266594,2017
